Frequency Set (GHz)	THz Photocurrent (nA)	Delay Length (mm)	Frequency Act (GHz)	(Frequency corr. smooth (GHz))	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Offset Fit	Amplitude FFT	Phase FFT	Frequency FFT	Offset FFT	Timestamp (s)
144.800	-0.013	0.000	144.430	144.373	15.068	4.296	0.985	0.319	0.000	4.217	0.985	824579.996	1740149559.648
145.000	-0.025	0.000	144.631	144.570	12.688	4.622	0.987	0.686	0.000	4.612	0.987	397310.832	1740149559.952
145.200	0.019	0.000	144.836	144.775	18.935	5.254	0.988	0.377	0.000	5.280	0.988	2480345.517	1740149560.271
145.400	0.019	0.000	145.025	144.968	26.744	5.973	0.989	-0.000	0.000	5.987	0.989	18020633.186	1740149560.578
145.600	-0.089	0.000	145.183	145.146	42.174	0.650	0.991	-0.487	0.000	5.361	0.991	22661266.938	1740149560.816
145.800	-0.010	0.000	145.411	145.343	49.001	1.689	0.992	-0.867	0.000	0.195	0.992	1494345.642	1740149561.141
146.000	0.006	0.000	145.632	145.559	49.694	2.989	0.993	1.098	0.000	2.988	0.993	81530128.970	1740149561.472
146.200	-0.001	0.000	145.823	145.767	54.588	3.957	0.995	0.958	0.000	3.900	0.995	28245657.908	1740149561.783
146.400	0.005	0.000	146.026	145.967	50.937	5.164	0.996	-0.263	0.000	5.192	0.996	26177512.957	1740149562.107
146.600	0.007	0.000	146.223	146.171	42.528	6.042	0.998	-1.125	0.000	6.044	0.998	59514730.317	1740149562.396
146.800	-0.002	0.000	146.432	146.371	42.526	0.878	0.999	-0.592	0.000	5.663	0.999	12158602.512	1740149562.719
147.000	0.025	0.000	146.601	146.554	32.930	1.807	1.000	0.606	0.000	0.407	1.000	8804631.668	1740149563.009
147.200	0.005	0.000	146.818	146.756	26.430	2.457	1.002	0.173	0.000	1.070	1.002	12847938.854	1740149563.307
147.400	-0.041	0.000	146.985	146.943	26.502	3.197	1.003	0.708	0.000	3.190	1.003	21137019.508	1740149563.562
147.600	0.000	0.000	147.157	147.113	22.724	4.040	1.004	0.677	0.000	3.980	1.004	4820406.067	1740149563.831
147.800	0.009	0.000	147.388	147.325	24.416	4.554	1.006	-0.373	0.000	4.524	1.006	565981.466	1740149564.122
148.000	0.031	0.000	147.613	147.542	28.152	5.844	1.007	-0.789	0.000	5.848	1.007	21614591.898	1740149564.442
148.200	0.025	0.000	147.776	147.733	21.383	0.319	1.008	-1.003	0.000	5.244	1.008	13521845.418	1740149564.707
148.400	-0.025	0.000	147.986	147.929	22.147	0.939	1.010	-0.245	0.000	5.852	1.010	1765766.923	1740149564.998
148.600	-0.006	0.000	148.200	148.143	23.252	2.081	1.011	0.252	0.000	0.801	1.011	5748674.643	1740149565.302
148.800	-0.043	0.000	148.414	148.348	17.018	2.723	1.013	0.405	0.000	1.455	1.013	7051313.644	1740149565.637
149.000	0.030	0.000	148.620	148.563	16.261	3.426	1.014	0.567	0.000	3.420	1.014	6227262.003	1740149565.943
149.200	-0.002	0.000	148.836	148.772	22.565	3.963	1.015	1.315	0.000	3.904	1.015	10155265.161	1740149566.270
149.400	0.025	0.000	149.036	148.977	32.716	4.981	1.017	-0.287	0.000	5.006	1.017	5690946.795	1740149566.557
149.600	0.018	0.000	149.232	149.176	32.008	5.659	1.018	-0.620	0.000	5.673	1.018	20426482.587	1740149566.886
149.800	0.047	0.000	149.424	149.369	50.638	0.496	1.019	-2.065	0.000	5.529	1.019	50851646.412	1740149567.186
150.000	0.018	0.000	149.605	149.554	53.015	1.627	1.021	-0.467	0.000	0.432	1.021	2176366.286	1740149567.450
150.200	0.004	0.000	149.818	149.755	33.074	2.316	1.022	0.649	0.000	1.154	1.022	16258644.115	1740149567.767
150.400	-0.018	0.000	150.033	149.961	54.938	3.293	1.023	2.414	0.000	3.275	1.023	79727672.205	1740149568.101
150.600	-0.019	0.000	150.231	150.169	53.649	4.355	1.025	1.652	0.000	4.302	1.025	8784231.240	1740149568.412
150.800	-0.005	0.000	150.428	150.370	66.651	5.333	1.026	-2.341	0.000	5.351	1.026	79926345.809	1740149568.731
151.000	-0.011	0.000	150.630	150.574	78.059	0.232	1.028	-4.098	0.000	5.375	1.028	165050862.899	1740149569.040
151.200	-0.023	0.000	150.830	150.773	57.348	1.670	1.029	0.470	0.000	0.574	1.029	9115757.587	1740149569.346
151.400	0.005	0.000	151.032	150.972	41.752	2.354	1.030	1.715	0.000	1.281	1.030	39249154.897	1740149569.662
151.600	-0.013	0.000	151.225	151.168	49.431	3.541	1.032	2.467	0.000	3.510	1.032	53962392.597	1740149569.968
151.800	-0.009	0.000	151.390	151.347	25.335	4.710	1.033	-0.281	0.000	4.695	1.033	1483140.351	1740149570.221
152.000	0.017	0.000	151.607	151.544	23.364	4.943	1.034	-0.116	0.000	4.957	1.034	1850552.492	1740149570.544
152.200	-0.016	0.000	151.826	151.764	18.237	0.026	1.036	-1.071	0.000	5.265	1.036	9295862.818	1740149570.872
152.400	0.011	0.000	152.012	151.959	7.929	0.621	1.037	-0.616	0.000	5.850	1.037	1562299.088	1740149571.175
152.600	-0.039	0.000	152.211	152.156	11.350	0.080	1.038	-0.424	0.000	5.344	1.038	2742563.663	1740149571.481
152.800	-0.010	0.000	152.423	152.362	21.080	1.589	1.040	-0.017	0.000	0.606	1.040	339673.529	1740149571.781
153.000	-0.024	0.000	152.621	152.567	9.096	2.446	1.041	-0.399	0.000	1.499	1.041	34441.367	1740149572.087
153.200	0.018	0.000	152.826	152.764	14.176	2.620	1.042	1.302	0.000	1.672	1.042	8839809.996	1740149572.422
153.400	0.003	0.000	153.025	152.972	15.955	3.501	1.044	0.949	0.000	3.488	1.044	5781060.467	1740149572.729
153.600	0.004	0.000	153.220	153.165	25.761	3.981	1.045	1.260	0.000	3.918	1.045	7129531.027	1740149573.016
153.800	-0.048	0.000	153.385	153.346	41.964	4.948	1.047	-1.381	0.000	4.963	1.047	12345360.634	1740149573.286
154.000	-0.014	0.000	153.607	153.541	49.022	0.039	1.048	-3.598	0.000	5.421	1.048	77767263.358	1740149573.611
154.200	0.000	0.000	153.816	153.758	33.283	1.162	1.049	-1.336	0.000	0.240	1.049	5075099.201	1740149573.918
154.400	-0.031	0.000	154.024	153.962	48.650	1.847	1.051	1.289	0.000	1.003	1.051	14935836.098	1740149574.226
154.600	-0.006	0.000	154.223	154.167	44.958	3.133	1.052	3.392	0.000	3.123	1.052	63865294.316	1740149574.521
154.800	0.014	0.000	154.376	154.334	36.223	3.798	1.053	1.682	0.000	3.753	1.053	15571833.094	1740149574.783
155.000	0.020	0.000	154.595	154.533	54.276	4.635	1.055	0.229	0.000	4.619	1.055	407977.642	1740149575.098
155.200	-0.003	0.000	154.808	154.752	52.827	6.102	1.056	-3.559	0.000	5.301	1.056	73736231.639	1740149575.398
155.400	-0.019	0.000	154.975	154.932	36.874	0.725	1.057	-1.894	0.000	6.180	1.057	14467234.937	1740149575.655
155.600	0.003	0.000	155.199	155.131	30.497	1.672	1.059	0.169	0.000	0.908	1.059	1162331.326	1740149575.964
155.800	0.001	0.000	155.410	155.351	22.703	2.460	1.060	1.488	0.000	1.716	1.060	12127610.995	1740149576.267
156.000	0.034	0.000	155.579	155.531	19.196	2.998	1.062	1.748	0.000	2.991	1.062	13154859.303	1740149576.539
156.200	-0.037	0.000	155.800	155.737	23.025	3.798	1.063	1.787	0.000	3.757	1.063	11174459.369	1740149576.859
156.400	-0.005	0.000	156.011	155.954	24.099	4.863	1.064	-0.754	0.000	4.872	1.064	2206625.457	1740149577.147
156.600	-0.012	0.000	156.232	156.159	14.322	5.583	1.066	-1.090	0.000	5.581	1.066	5132536.506	1740149577.478
156.800	-0.035	0.000	156.427	156.369	19.832	5.949	1.067	-1.093	0.000	5.949	1.067	6618403.578	1740149577.792
157.000	0.019	0.000	156.626	156.571	28.243	0.766	1.068	-1.375	0.000	0.056	1.068	7316730.180	1740149578.099
157.200	-0.013	0.000	156.829	156.770	25.365	1.773	1.070	0.352	0.000	1.137	1.070	1498961.846	1740149578.417
157.400	0.019	0.000	157.023	156.968	21.120	2.359	1.071	1.235	0.000	1.740	1.071	7830725.154	1740149578.719
157.600	-0.008	0.000	157.234	157.175	32.504	3.155	1.072	2.956	0.000	3.150	1.072	30861671.363	1740149579.038
157.800	0.041	0.000	157.430	157.369	32.649	4.315	1.074	0.965	0.000	4.273	1.074	1994040.303	1740149579.357
158.000	-0.018	0.000	157.626	157.572	28.608	4.711	1.075	0.051	0.000	4.716	1.075	139836.869	1740149579.667
158.200	0.029	0.000	157.829	157.769	46.696	5.733	1.077	-4.145	0.000	5.738	1.077	60900573.290	1740149580.000
158.400	-0.011	0.000	158.017	157.969	48.623	0.536	1.078	-3.391	0.000	6.232	1.078	35476753.933	1740149580.286
158.600	0.022	0.000	158.226	158.171	57.331	1.473	1.079	0.102	0.000	0.920	1.079	557966.671	1740149580.599
158.800	0.002	0.000	158.425	158.365	58.612	2.599	1.081	5.238	0.000	2.078	1.081	89802176.392	1740149580.916
159.000	0.013	0.000	158.625	158.567	57.801	3.585	1.082	4.741	0.000	3.559	1.082	63779368.902	1740149581.229
159.200	0.002	0.000	158.818	158.766	62.559	4.560	1.083	-0.221	0.000	4.543	1.083	597229.101	1740149581.517
159.400	-0.001	0.000	159.023	158.965	54.794	5.666	1.085	-4.427	0.000	5.671	1.085	61934594.101	1740149581.827
159.600	0.024	0.000	159.190	159.143	48.593	0.256	1.086	-5.130	0.000	6.058	1.086	70360289.349	1740149582.114
159.800	-0.005	0.000	159.405	159.347	46.741	1.262	1.087	-0.649	0.000	0.781	1.087	494475.425	1740149582.407
160.000	-0.013	0.000	159.617	159.552	36.598	2.301	1.089	2.345	0.000	1.875	1.089	17566617.439	1740149582.718
160.200	-0.000	0.000	159.832	159.770	27.946	3.093	1.090	2.481	0.000	3.080	1.090	17139163.547	1740149583.043
160.400	0.022	0.000	160.024	159.967	35.597	3.985	1.091	2.136	0.000	3.949	1.091	10659560.372	1740149583.352
160.600	0.019	0.000	160.231	160.169	24.641	5.300	1.093	-1.163	0.000	5.312	1.093	4268745.191	1740149583.672
160.800	-0.010	0.000	160.440	160.377	13.826	6.043	1.094	-1.269	0.000	6.039	1.094	4354708.733	1740149583.997
161.000	-0.011	0.000	160.629	160.575	9.059	0.197	1.096	-1.280	0.000	6.097	1.096	4029760.858	1740149584.281
161.200	-0.000	0.000	160.839	160.775	8.416	0.341	1.097	-0.436	0.000	6.271	1.097	579114.918	1740149584.601
161.400	-0.008	0.000	161.038	160.972	14.393	0.875	1.098	-0.627	0.000	0.521	1.098	1006675.715	1740149584.937
161.600	0.004	0.000	161.233	161.174	16.495	1.865	1.100	1.392	0.000	1.563	1.100	4441359.238	1740149585.241
161.800	-0.031	0.000	161.428	161.369	21.599	2.054	1.101	1.008	0.000	1.761	1.101	2602462.140	1740149585.566
162.000	-0.030	0.000	161.627	161.573	37.699	2.975	1.102	4.185	0.000	2.965	1.102	37636060.894	1740149585.870
162.200	0.001	0.000	161.830	161.774	61.124	4.283	1.104	1.930	0.000	4.252	1.104	5511092.863	1740149586.176
162.400	-0.004	0.000	162.039	161.972	50.878	5.601	1.105	-4.555	0.000	5.602	1.105	45375985.526	1740149586.504
162.600	0.029	0.000	162.222	162.169	57.998	0.241	1.106	-6.494	0.000	6.274	1.106	84744042.971	1740149586.808
162.800	-0.012	0.000	162.421	162.364	45.005	1.530	1.108	0.593	0.000	1.300	1.108	1292104.432	1740149587.117
163.000	0.014	0.000	162.628	162.566	34.321	2.183	1.109	2.668	0.000	1.976	1.109	14104832.281	1740149587.421
163.200	-0.003	0.000	162.827	162.772	42.593	3.142	1.111	5.310	0.000	3.134	1.111	52879909.639	1740149587.726
163.400	0.039	0.000	163.028	162.963	27.868	4.032	1.112	1.642	0.000	4.004	1.112	4681322.171	1740149588.048
163.600	0.013	0.000	163.230	163.167	37.604	4.599	1.113	0.262	0.000	4.583	1.113	23568.390	1740149588.367
163.800	-0.004	0.000	163.425	163.368	39.913	5.706	1.115	-4.465	0.000	5.706	1.115	35719811.187	1740149588.681
164.000	-0.003	0.000	163.631	163.572	35.119	0.300	1.116	-3.372	0.000	0.155	1.116	18252908.603	1740149588.985
164.200	0.038	0.000	163.829	163.771	42.750	1.134	1.117	-2.356	0.000	0.997	1.117	9228121.068	1740149589.285
164.400	0.016	0.000	163.988	163.943	38.081	2.207	1.119	2.425	0.000	2.101	1.119	8814217.623	1740149589.558
164.600	-0.002	0.000	164.204	164.143	30.183	2.941	1.120	3.435	0.000	2.851	1.120	18447377.357	1740149589.871
164.800	0.009	0.000	164.414	164.359	34.832	3.865	1.121	2.937	0.000	3.849	1.121	13955409.098	1740149590.172
165.000	-0.014	0.000	164.580	164.534	25.639	4.824	1.123	-0.592	0.000	4.822	1.123	679087.184	1740149590.435
165.200	0.028	0.000	164.798	164.734	21.792	5.262	1.124	-1.893	0.000	5.259	1.124	5712027.473	1740149590.761
165.400	0.008	0.000	165.004	164.951	25.932	6.137	1.125	-3.123	0.000	6.132	1.125	15169926.293	1740149591.047
165.600	0.042	0.000	165.231	165.158	23.605	0.684	1.127	-1.906	0.000	0.663	1.127	4635423.587	1740149591.375
165.800	-0.046	0.000	165.418	165.362	35.059	1.262	1.128	-0.959	0.000	1.253	1.128	986039.368	1740149591.696
166.000	-0.000	0.000	165.623	165.568	32.052	2.359	1.130	3.681	0.000	2.367	1.130	22217081.580	1740149591.987
166.200	-0.021	0.000	165.828	165.769	37.932	2.889	1.131	4.746	0.000	2.866	1.131	31392826.419	1740149592.313
166.400	0.001	0.000	166.026	165.970	58.430	3.995	1.132	4.268	0.000	4.011	1.132	22930737.856	1740149592.606
166.600	-0.020	0.000	166.190	166.142	62.900	4.855	1.134	-2.658	0.000	4.883	1.134	12317120.414	1740149592.881
166.800	-0.025	0.000	166.393	166.338	65.115	5.849	1.135	-8.260	0.000	5.890	1.135	90703782.105	1740149593.168
167.000	0.005	0.000	166.614	166.551	74.810	0.824	1.136	-4.813	0.000	0.864	1.136	23503937.760	1740149593.485
167.200	-0.033	0.000	166.817	166.755	62.641	1.730	1.138	2.729	0.000	1.782	1.138	11523271.107	1740149593.794
167.400	-0.009	0.000	167.025	166.963	75.888	2.792	1.139	10.298	0.000	2.730	1.139	139489736.567	1740149594.111
167.600	-0.042	0.000	167.220	167.163	63.063	3.996	1.140	4.600	0.000	4.063	1.140	22909412.402	1740149594.421
167.800	0.030	0.000	167.428	167.368	55.465	4.826	1.142	-2.291	0.000	4.908	1.142	8757439.559	1740149594.722
168.000	0.002	0.000	167.631	167.572	54.016	5.996	1.143	-6.932	0.000	6.087	1.143	53998233.446	1740149595.041
168.200	-0.002	0.000	167.797	167.752	39.452	0.518	1.145	-4.298	0.000	0.615	1.145	17623148.156	1740149595.322
168.400	-0.019	0.000	168.009	167.952	41.693	1.375	1.146	-0.295	0.000	1.484	1.146	14570.390	1740149595.626
168.600	0.011	0.000	168.222	168.159	30.881	2.645	1.147	4.211	0.000	2.555	1.147	19727320.467	1740149595.948
168.800	0.009	0.000	168.421	168.369	15.509	3.121	1.149	1.700	0.000	3.241	1.149	2019539.198	1740149596.257
169.000	-0.022	0.000	168.638	168.569	20.833	3.694	1.150	2.377	0.000	3.854	1.150	6195784.484	1740149596.591
169.200	-0.043	0.000	168.820	168.770	21.106	4.675	1.151	-0.776	0.000	4.855	1.151	887087.949	1740149596.907
169.400	-0.018	0.000	169.010	168.962	15.115	5.327	1.153	-1.077	0.000	5.547	1.153	752193.278	1740149597.168
169.600	0.012	0.000	169.194	169.146	14.955	6.110	1.154	-2.189	0.000	0.004	1.154	5258327.846	1740149597.450
169.800	0.011	0.000	169.393	169.333	14.327	6.238	1.155	-1.325	0.000	0.141	1.155	1103927.684	1740149597.748
170.000	0.005	0.000	169.606	169.542	15.663	0.722	1.157	-1.923	0.000	0.666	1.157	4106031.246	1740149598.059
170.200	0.031	0.000	169.802	169.748	28.827	1.216	1.158	-0.908	0.000	1.146	1.158	377618.533	1740149598.347
170.400	-0.006	0.000	170.009	169.949	40.440	2.235	1.160	4.500	0.000	2.164	1.160	21491038.094	1740149598.657
170.600	-0.015	0.000	170.217	170.157	55.843	3.250	1.161	7.677	0.000	3.602	1.161	51684779.267	1740149598.962
170.800	0.011	0.000	170.386	170.340	69.103	4.529	1.162	0.374	0.000	4.867	1.162	6267.320	1740149599.228
171.000	0.042	0.000	170.599	170.538	59.615	5.563	1.164	-7.552	0.000	5.921	1.164	55111348.492	1740149599.536
171.200	-0.054	0.000	170.807	170.749	60.605	0.233	1.165	-8.711	0.000	0.224	1.165	66830378.908	1740149599.841
171.400	0.002	0.000	171.015	170.957	62.045	1.361	1.166	0.108	0.000	1.325	1.166	666005.998	1740149600.170
171.600	-0.023	0.000	171.214	171.162	56.573	2.408	1.168	7.436	0.000	2.373	1.168	52833216.860	1740149600.461
171.800	0.064	0.000	171.426	171.369	48.041	3.323	1.169	7.209	0.000	-2.508	1.169	46569871.811	1740149600.767
172.000	0.010	0.000	171.628	171.564	45.346	4.282	1.170	1.434	0.000	-1.556	1.170	899585.319	1740149601.085
172.200	0.008	0.000	171.835	171.770	36.136	5.095	1.172	-2.690	0.000	-0.733	1.172	6033731.673	1740149601.407
172.400	-0.008	0.000	172.035	171.975	37.136	5.820	1.173	-5.534	0.000	0.026	1.173	25065332.589	1740149601.726
172.600	-0.004	0.000	172.229	172.171	41.964	0.268	1.174	-6.292	0.000	0.259	1.174	31933894.778	1740149602.013
172.800	-0.011	0.000	172.432	172.373	55.050	1.332	1.176	-0.627	0.000	1.300	1.176	3854.869	1740149602.332
173.000	-0.056	0.000	172.594	172.548	53.795	2.473	1.177	7.004	0.000	2.449	1.177	36254067.732	1740149602.606
173.200	-0.016	0.000	172.772	172.729	37.156	3.536	1.179	5.705	0.000	-2.197	1.179	26788124.573	1740149602.868
173.400	-0.008	0.000	173.009	172.940	19.509	4.461	1.180	0.300	0.000	-1.265	1.180	56522.805	1740149603.186
173.600	-0.022	0.000	173.216	173.152	15.678	4.328	1.181	0.845	0.000	-1.392	1.181	600083.337	1740149603.507
173.800	0.013	0.000	173.420	173.360	32.444	5.141	1.183	-2.597	0.000	-0.556	1.183	4629027.490	1740149603.836
174.000	-0.008	0.000	173.624	173.570	35.744	6.181	1.184	-5.938	0.000	-0.119	1.184	25494012.190	1740149604.125
174.200	-0.007	0.000	173.824	173.769	35.836	0.857	1.185	-2.054	0.000	0.832	1.185	756176.343	1740149604.435
174.400	0.046	0.000	174.033	173.965	38.668	1.598	1.187	1.002	0.000	1.576	1.187	1116999.865	1740149604.757
174.600	-0.029	0.000	174.226	174.170	43.068	2.558	1.188	6.125	0.000	2.538	1.188	23690877.985	1740149605.069
174.800	0.019	0.000	174.424	174.366	42.897	3.286	1.189	6.474	0.000	-2.313	1.189	24801609.916	1740149605.399
175.000	0.038	0.000	174.623	174.571	54.797	4.398	1.191	0.923	0.000	-1.216	1.191	14386.532	1740149605.697
175.200	-0.011	0.000	174.825	174.771	53.191	5.287	1.192	-6.331	0.000	-0.299	1.192	32430207.216	1740149605.990
175.400	-0.032	0.000	175.041	174.971	58.638	6.270	1.194	-9.278	0.000	-0.023	1.194	51376651.474	1740149606.325
175.600	0.029	0.000	175.221	175.169	57.077	0.943	1.195	-4.126	0.000	0.915	1.195	7417284.074	1740149606.628
175.800	0.058	0.000	175.428	175.368	60.202	1.895	1.196	5.233	0.000	1.871	1.196	23057318.563	1740149606.941
176.000	-0.007	0.000	175.625	175.568	61.571	2.973	1.198	9.518	0.000	-2.540	1.198	47097601.635	1740149607.267
176.200	0.007	0.000	175.828	175.772	52.781	3.908	1.199	4.900	0.000	-1.605	1.199	10526012.214	1740149607.551
176.400	-0.039	0.000	175.986	175.942	56.104	4.786	1.200	-1.404	0.000	-0.714	1.200	699425.657	1740149607.828
176.600	-0.002	0.000	176.202	176.140	46.595	5.884	1.202	-7.473	0.000	0.410	1.202	30320818.341	1740149608.121
176.800	0.058	0.000	176.380	176.333	36.300	0.468	1.203	-3.886	0.000	0.449	1.203	4071037.333	1740149608.390
177.000	-0.028	0.000	176.591	176.530	30.382	1.241	1.204	-0.604	0.000	1.213	1.204	0.001	1740149608.704
177.200	0.029	0.000	176.805	176.746	21.905	2.246	1.206	2.756	0.000	2.229	1.206	4607741.376	1740149609.023
177.400	-0.008	0.000	177.016	176.958	18.834	2.731	1.207	3.326	0.000	2.719	1.207	7014042.569	1740149609.315
177.600	0.006	0.000	177.232	177.167	21.364	3.380	1.209	3.012	0.000	-2.021	1.209	3407074.481	1740149609.642
177.800	0.022	0.000	177.428	177.368	19.570	4.248	1.210	0.107	0.000	-1.141	1.210	577612.940	1740149609.958
178.000	-0.000	0.000	177.602	177.556	22.327	4.585	1.211	-0.675	0.000	-0.792	1.211	975100.968	1740149610.228
178.200	-0.025	0.000	177.782	177.739	38.762	5.509	1.213	-5.595	0.000	0.155	1.213	15734579.448	1740149610.487
178.400	0.012	0.000	177.956	177.910	32.401	0.308	1.214	-5.415	0.000	0.292	1.214	15979018.429	1740149610.758
178.600	-0.027	0.000	178.193	178.122	25.381	0.850	1.215	-2.172	0.000	0.828	1.215	1668183.426	1740149611.062
178.800	0.044	0.000	178.414	178.349	42.850	1.858	1.217	3.504	0.000	1.836	1.217	8162052.576	1740149611.394
179.000	-0.006	0.000	178.632	178.565	40.040	2.832	1.218	6.814	0.000	2.816	1.218	20692415.695	1740149611.709
179.200	-0.021	0.000	178.827	178.768	57.106	3.866	1.219	5.898	0.000	-1.417	1.219	11756531.373	1740149612.026
179.400	0.024	0.000	179.023	178.968	39.375	5.014	1.221	-3.054	0.000	-0.253	1.221	4987243.486	1740149612.326
179.600	-0.034	0.000	179.233	179.170	44.169	5.537	1.222	-6.761	0.000	0.285	1.222	22401351.201	1740149612.628
179.800	0.016	0.000	179.434	179.374	59.252	0.394	1.223	-7.976	0.000	0.380	1.223	20045427.728	1740149612.948
180.000	0.013	0.000	179.648	179.578	47.759	1.547	1.225	1.845	0.000	1.527	1.225	3145612.180	1740149613.279
180.200	-0.019	0.000	179.829	179.773	44.193	2.255	1.226	5.543	0.000	2.235	1.226	12255443.853	1740149613.589
180.400	-0.008	0.000	180.029	179.975	45.081	3.262	1.228	7.149	0.000	-1.921	1.228	17527702.930	1740149613.911
180.600	-0.010	0.000	180.227	180.173	33.944	3.957	1.229	2.471	0.000	-1.213	1.229	975793.573	1740149614.203
180.800	-0.016	0.000	180.428	180.371	42.397	4.672	1.230	-1.003	0.000	-0.488	1.230	372526.733	1740149614.514
181.000	-0.045	0.000	180.592	180.546	49.028	5.524	1.232	-8.006	0.000	0.378	1.232	32485945.001	1740149614.784
181.200	-0.007	0.000	180.801	180.743	58.880	0.059	1.233	-9.170	0.000	0.050	1.233	23706581.716	1740149615.091
181.400	0.033	0.000	181.017	180.952	67.809	1.444	1.234	0.940	0.000	1.426	1.234	1037992.718	1740149615.397
181.600	0.034	0.000	181.226	181.162	47.406	2.737	1.236	7.370	0.000	2.721	1.236	15084625.224	1740149615.718
181.800	-0.017	0.000	181.432	181.367	32.464	3.662	1.237	3.842	0.000	-1.413	1.237	3475184.152	1740149616.041
182.000	-0.043	0.000	181.625	181.571	19.848	4.172	1.238	0.686	0.000	-0.899	1.238	17287.356	1740149616.342
182.200	0.011	0.000	181.826	181.763	24.069	4.574	1.240	-0.103	0.000	-0.474	1.240	1144.520	1740149616.664
182.400	0.019	0.000	182.044	181.978	30.228	5.450	1.241	-4.169	0.000	0.412	1.241	5962184.166	1740149616.972
182.600	0.022	0.000	182.236	182.177	33.410	6.271	1.243	-5.467	0.000	-0.018	1.243	7842979.545	1740149617.288
182.800	-0.004	0.000	182.446	182.379	35.546	0.893	1.244	-2.403	0.000	0.885	1.244	678332.460	1740149617.618
183.000	0.018	0.000	182.631	182.576	38.880	1.631	1.245	2.212	0.000	1.616	1.245	3295808.533	1740149617.927
183.200	-0.011	0.000	182.834	182.774	44.636	2.593	1.247	6.912	0.000	2.577	1.247	12719704.081	1740149618.248
183.400	0.021	0.000	183.035	182.978	52.488	3.419	1.248	7.943	0.000	-1.525	1.248	16292814.016	1740149618.538
183.600	-0.011	0.000	183.225	183.168	61.382	4.623	1.249	-1.305	0.000	-0.321	1.249	1103831.739	1740149618.862
